city,store,address,zip,phone,self_checkout,lat,lng
Fitchburg,Market Basket #14,130 Water Street,01420,(978)345-5882,,42.580639,-71.7939413
Fitchburg,Market Basket #27,399 John Fitch Highway,01420,(978)343-7464,,42.5813956,-71.77550029999999
Fitchburg,Walgreens #12558,571 John Fitch Highway,01420,(978)343-8329,,42.585085,-71.7787901
Foxboro,Super Stop & Shop (F&P) #494,"141 Main Street, Rte 140",02035,(508)543-5791,Yes,42.0753189,-71.2603827
Foxboro,Walgreens #10638,121 Main Street #6,02025,(508)543-1779,,42.0742786,-71.2586601
Framingham,CVS Pharmacy #1871,1280 Worcester Road,01701,(508)872-1432,,42.2972545,-71.4496545
Framingham,Stop & Shop #8,19 Temple Street,01701,(508)879-4044,Yes,42.2976551,-71.4478396
Framingham,Super Stop & Shop (F&P) #3,235 Old Connecticut Path,01701,(508)820-0900,Yes,42.3060835,-71.40080689999999
Framingham,Target Store T-1308,400 Cochituate Road,01701,(508)628-3136,Yes,42.3058837,-71.3978381
Framingham,WalMart Store (F&P) #2902,121 Worcester Road,01701,(508)872-6575,Yes,42.3008446,-71.39952939999999
Framingham,Whole Foods Market,545 Worcester Rd,01701,(508)628-9525,,42.2981504,-71.41872409999999
Framingham,CVS Pharmacy #1034,492 Concord Street,01702,(508)820-9218,,42.2892415,-71.4099913
Franklin,Big Y Foods #38,348 East Central Street,02038,(508)553-8705,,42.0788184,-71.3811401
Franklin,Shaw's (F&P) #3581,255 East Central Street,02038,(508)520-6880,Yes,42.0813829,-71.3866709
Franklin,Super Stop & Shop (F&P) #472,40 Franklin Village Drive,02038,(508)520-4102,Yes,42.0894786,-71.42158739999999
Franklin,Walgreens #13005,160 E Central Street,02038,(508)541-1436,,42.08048360000001,-71.3906547
Gardner,CVS Pharmacy #2098,314 Main Street,01440,(978)632-1760,,42.5702038,-71.9925645
Gardner,Hannaford Supermarket #8019,21 Timpany Boulevard,01440,(978)632-6139,,42.5687795,-71.9926026
Gardner,Price Chopper #239,560 Main Street,01440,(978)730-1040,,42.569568,-71.9853076
Gardner,Walmart Store (F&P) #2155,677 Timpany Blvd.,01440,(978)630-3244,Yes,42.5514326,-71.9947573
Gardner,Walgreens #17177,232 Main Street,01440,(978)630-2808,,42.5716469,-71.99320209999999
Gloucester,CVS Pharmacy #272,401 Gloucester Crossing Rd,01930,(978)281-2450,,42.6236526,-70.6574921
Gloucester,Market Basket #61,101 Gloucester Crossing Rd,01930,(978)283-0103,,42.6213763,-70.6568118
Gloucester,Shaw's #3590,127 Eastern Ave,01930,(978)281-4844,Yes,42.6224492,-70.64099039999999
Gloucester,Shaw's #3591,7 Railroad Ave,01930,(978)283-2601,Yes,42.616471,-70.6654551
Gloucester,Stop & Shop #410,6 Thatcher Road,01930,(978)281-0010,Yes,42.6186592,-70.6421271
Grafton,Super Stop & Shop #0057,100 Worcester Street,01519,(508)887-9500,Yes,42.2196535,-71.6957588
Great Barrington,Big Y Foods #22,700 Main Street,01230,(413)528-1314,,42.1900742,-73.36529469999999
Great Barrington,CVS Pharmacy #8970,362 Main Street,01230,(413)528-2860,,42.1926592,-73.3645262
Great Barrington,Price Chopper (F&P) #155,300 Stockbridge Road,01230,(413)528-8415,,42.210089,-73.3445639
Greenfield,Big Y Foods (F&P) #63,"237 Mohawk Trail, Rte 2",01301,(413)772-0435,,42.5873563,-72.6252442
Greenfield,CVS Pharmacy #1094,137 Federal Street,01301,(413)774-7201,,42.5921718,-72.59726049999999
Greenfield,"Fosters Supermarket, Inc.",70 Allen Street,01301,(413)773-1100,,42.5957654,-72.6095534
Greenfield,Super Stop & Shop (F&P) #045,89 French King Highway,01301,(413)774-6096,Yes,42.60699229999999,-72.5735475
Groton,CVS Pharmacy #2680,106 Boston Road,01450,(978)448-5249,,42.5967194,-71.56091769999999
Groton,Shaws Supermarket (F&P) #0627,760A Boston Road,01450,(978)448-0419,Yes,42.5799145,-71.5239916
Hadley,Super Stop & Shop (F&P) #095,440 Russell Street,01035,(413)253-3227,Yes,42.3642523,-72.5389519
Hadley,Walmart Store #2683,337 Russell Street,01035,(413)586-4231,Yes,42.3545896,-72.55226499999999
Halifax,Super Stop & Shop (F&P) #082,341 Plymouth Street,02338,(781)293-1961,Yes,41.9952955,-70.8484783
Halifax,Walmart Store (F&P) #2128,295 Plymouth Street,02338,(781)294-9339,Yes,41.9973459,-70.846485
Hanover,CVS Pharmacy #1945,207 Rockland Street,02339,(781)826-8381,,42.113915,-70.82008669999999
Hanover,Market Basket #91,1775 Washington Street,02339,(781)924-7543,,42.1457138,-70.8424683
Hanover,Shaw's Supermarket #0440,35 Columbia Road,02339,(781)826-2864,Yes,42.1172593,-70.8235649
Hanson,Shaws Supermarket (F&P) #1409,476 Liberty Street,02341,(781)293-3008,Yes,42.0659341,-70.868861
Harwich,Super Stop & Shop (F&P) #475,111 Chatham Road,02645,(508)432-5000,Yes,41.68462,-70.0578
Harwich,Star Market (F&P) #4596,18 Sisson Road,02646,(508)432-3433,Yes,41.6728993,-70.0932974
Harwich,CVS Pharmacy #860,10 Post Office Square,02646,(508)430-0660,,41.6677055,-70.08003980000001
Haverhill,CVS Pharmacy #23,211 Lincoln Ave,01830,(978)372-0291,,42.7628853,-71.0402959
Haverhill,CVS Pharmacy #365,259 Main Street,01830,(978)374-0719,,42.7807866,-71.07682659999999
Haverhill,Market Basket #15,2 Water Street,01830,(978)372-0576,,42.7759744,-71.0752189
Haverhill,Market Basket #48,285 Lincoln Ave,01830,(978)372-1515,,42.7636261,-71.0370551
Haverhill,CVS Pharmacy #1886,425 Lowell Avenue,01832,(978)373-1234,,42.7736411,-71.1166497
Haverhill,High Street Market,91 High Street,01832,(978)374-6200,,42.773578,-71.0916747
Haverhill,Market Basket #9,400 Lowell Avenue,01832,(978)372-2051,,42.7739007,-71.1143712
Haverhill,Target Store T-2325,35 Computer Drive,01832,(978)377-9003,Yes,42.787899,-71.1151124
Haverhill,Walgreens #17482,68 South Main Street,01835,(978)373-0292,,42.7714828,-71.075311
Hingham,Super Stop & Shop (F&P) #035,400 Lincoln St,02043,(781)749-1143,Yes,42.2476673,-70.9236574
Hingham,Walgreens #19543,184 Lincoln St,02043,(781)749-0487,,42.2487952,-70.9038725
Holbrook,CVS Pharmacy #382,480 N Franklin St,02343,(781)963-3537,,42.1680597,-71.0078175
Holbrook,CVS Pharmacy #1251,842 S Franklin St,02343,(781)767-0555,,42.1279458,-71.0101935
Holden,Big Y Foods #29,160 Reservoir Street,01520,(508)829-9614,,42.3439367,-71.86208119999999
Holden,Walgreens #11120,1145 Main Street,01520,(508)829-1780,,42.3495225,-71.860168
Holden,Walgreens #18968,"5 Shrewbury St., #8",01520,(508)829-6504,,42.3361502,-71.8349896
Holyoke,Almonte Market II,129 Sargeant Street,01040,(413)315-3665,,42.2010211,-72.61495459999999
Holyoke,KeyFood Marketplace,13 Cabot Street,01040,(413)538-8287,,42.1981297,-72.6041049
Holyoke,Cuba Supermarket Inc.,439 High Street,01040,(413)538-8261,,42.2041891,-72.610792
Holyoke,CVS Pharmacy #2071,400 Beech Street,01040,(413)536-1432,,42.2023594,-72.6196327
Holyoke,CVS Pharmacy #373,250 Whiting Farms Road,01040,(413)532-3216,,42.1747573,-72.63987809999999
Holyoke,Stop & Shop (F&P) #030,2265 Northampton Street,01040,(413)536-9287,Yes,42.18337469999999,-72.6322017
Holyoke,Super Fresh,235 South Street,01040,(413)532-1700,,42.195951,-72.6216771
Holyoke,Super Stop & Shop (F&P) #9,28 Lincoln Street,01040,(413)536-1247,Yes,42.2142732,-72.617704
Holyoke,Walgreens #4967,1588 Northampton Street,01040,(413)493-3901,,42.2103078,-72.62925349999999
Hopkinton,Price Chopper #231,167 W Main Street,01748,(508)625-3263,,42.209406,-71.5519952
Hudson,Market Basket #73,8 Highland Commons East,01749,(978)562-6345,,42.3934186,-71.59345069999999
Hudson,Shaw's Supermarket #3087,201 Washington Street,01749,(978)562-4549,Yes,42.3805146,-71.56933579999999
Hudson,Stop & Shop #489,10 Technology Road,01749,(978)562-4111,Yes,42.37762470000001,-71.5631224
Hudson,WalMart Store (F&P) #1970,280 Washington Street,01749,(978)568-3383,Yes,42.3729018,-71.5588568
Hudson,Walgreens #17166,186 Main Street,01749,(978)562-5096,,42.3918407,-71.5636788
Hyannis,CVS Pharmacy #2322,176 North Street,02601,(508)775-8462,,41.6525221,-70.2889167
Hyannis,Shaw's #1598,1070 Iyannough Road,02601,(508)775-7611,Yes,41.6759739,-70.3040773
Hyannis,Star Market #4595,625 W Main Street,02601,(508)775-3421,Yes,41.65192260000001,-70.3184952
Hyannis,Stop & Shop (F&P) #406,4 Attucks Lane,02601,(508)771-0709,Yes,41.6758966,-70.3072609
Hyannis,Walgreens #17545,520 W Main Street,02601,(508)775-9211,,41.6514073,-70.3147798
Hyde Park,America's Food Basket,942 Hyde Park Ave,02136,(617)333-4330,,42.2675548,-71.1197852
Hyde Park,CVS Pharmacy #1049,942A Hyde Park Ave,02136,(617)364-5141,,42.2678973,-71.1198316
Hyde Park,PriceRite #339,870 River Street,02136,(617)361-6812,Yes,42.2619881,-71.10762439999999
Hyde Park,Shaw's (F&P) #2579,1377 Hyde Park Ave,02136,(617)364-9375,Yes,42.2518761,-71.12600549999999
Hyde Park,Stop & Shop #413,1025 Truman Highway,02136,(617)333-0273,Yes,42.24233419999999,-71.1272125
Indian Orchard,Key Food Supermarket,459 Main Street,01151,(413)301-5156,,42.156113,-72.4899781
Ipswich,Shaw's #4592,146 High Street,01938,(978)356-8451,Yes,42.6898192,-70.8531519
Jamaica Plain,CVS Pharmacy #1264,704 Centre Street,02130,(617)524-4714,,42.3115368,-71.1139876
Jamaica Plain,Happy Market & Spirits,128 South Street,02130,(617)524-9536,,42.3055895,-71.1145422
Jamaica Plain,Stop & Shop (F&P) #075,301 Centre Street,02130,(617)522-4300,Yes,42.32411750000001,-71.1031663
Jamaica Plain,Whole Foods Market,413 Centre Street,02130,(617)553-5400,,42.32158280000001,-71.1109652
Kingston,Big Y Foods #101,182 Summer St,02364,(781)585-7423,,41.9999584,-70.7303288
Kingston,Super Stop & Shop (F&P) #402,160 Summer St,02364,(781)582-3700,Yes,42.0075519,-70.7326444
Lawrence,CVS Pharmacy #1786,266 Broadway,01841,(978)688-5924,,42.7084941,-71.1714777
Lawrence,El Tesoro Supermarket,473 Haverhill St,01841,(978)258-0695,,42.7066257,-71.1762231
Lawrence,Gomez Supermarket LLC,191 Parker Street,01841,(978)2588395,,42.695159,-71.1580108
Lawrence,Jamay Inc. dba Union Supermarket #4,309 Park Street,01841,(978)416-8972,,42.7161802,-71.17386979999999
Lawrence,JGB Supermarket,576 Haverhill Street,01841,(617)453-1082,,42.7044725,-71.1810094
Lawrence,Jimenez Supermarket,117 Newbury Street,01841,(978)557-2167,,42.71199850000001,-71.1554347
Lawrence,La Fruteria Supermarket,75 Manchester Street,01841,(978)681-9977,,42.7128272,-71.1794903
Lawrence,Market Basket #5,700 Essex Street,01840,(978)686-1001,,42.7018808,-71.1720515
Lawrence,Rafy Market,333 Lawrence Street,01841,(978)685-1695,,42.7202277,-71.1695021
Lawrence,Raquel Supermarket,296 Lawrence Street,01841,(978)689-0256,,42.7193535,-71.16895269999999
Lawrence,Sam's Food Store,389 Broadway,01841,(978)681-1500,,42.712734,-71.1741633
Lawrence,Walgreens #3337,135 Broadway,01840,(978)725-3221,,42.70650879999999,-71.1688953
Lawrence,Caballo Food Corp. dba America's Food Basket,73 Winthrop Ave,01843,(978)208-0403,,42.6898019,-71.15170549999999
Lawrence,D'Union Seafood Meat & Market,208 S Broadway,01843,(351)204-7164,,42.6939338,-71.1615538
Lawrence,Gomez Meat Market LLC,272 South Broadway,01843,(978)688-6076,,42.6918182,-71.1602525
Lawrence,"Mi Pais Market, Inc.",610 Andover St,01843,(978)655-1927,,42.6905691,-71.1745514
Lawrence,V&V Market Inc.,273A South Union Street,01843,(978)258-0267,,42.6951142,-71.1535693
Lawrence,Walgreens #4571,220 S. Broadway,01843,(978)794-8130,,42.6930725,-71.160962
Lee,Big Y Foods (F&P) #37,10 Pleasant Street,01238,(413)243-3201,,42.29584860000001,-73.2405977
Lee,Walgreens #19088,25 Park Street,01238,(413)243-2402,,42.3052873,-73.248483
Leicester,Walmart Store (F&P) #3409,20 Soojian Drive,01524,(508)892-9461,Yes,42.2501964,-71.94031939999999
Lenox,CVS Pharmacy #433,481 Pittsfield Road,01240,(413)499-3430,,42.4043489,-73.2661238
Lenox,Market 32 by Price Chopper #233,495 Pittsfield Road,01240,(413)443-5449,,42.4061329,-73.2662541
Leominster,CVS Pharmacy #1198,9 Nelson Street,01453,(978)840-8343,,42.542907,-71.76087749999999
Leominster,CVS Pharmacy #810,188 Central Street,01453,(978)537-7940,,42.5188978,-71.75775329999999
Leominster,Hannaford Food & Drug #8003,118 Lancaster Street,01453,(978)537-1327,,42.52145790000001,-71.75364820000001
Leominster,Hannaford Food & Drug #8012,927 Merriam Avenue,01453,(978)534-9323,,42.5525222,-71.77800239999999
Leominster,Market Basket #16,71 Sack Blvd,01453,(978)840-4884,,42.5298707,-71.74528819999999
Leominster,Target Store T-1965,86 Orchard Hill Park Drive,01453,(978)534-2914,Yes,42.5276259,-71.7139411
Leominster,Walmart Store (F&P) #2964,11 Jungle Road,01453,(978)466-1313,Yes,42.4925091,-71.7296017
Leominster,Walgreens #10427,35 Central Street,01453,(978)840-9959,,42.5242052,-71.75957629999999
Lexington,Stop & Shop #491,36 Bedford Street,02420,(781)861-0457,Yes,42.4520067,-71.2334154
Lexington,Walgreens #1863,60 Bedford St,02420,(781)863-1111,,42.4535442,-71.2334386
Littleton,CVS Pharmacy #1885,10 Meeting House Road,01460,(978)486-9230,,42.5465724,-71.4709498
Littleton,Market Basket #77,301 Constitution Ave,01460,(978)486-0828,,42.55290369999999,-71.47672899999999
Longmeadow,Big Y Foods (F&P) #13,802 Williams Street,01106,(413)567-6231,,42.0559659,-72.5556763
Lowell,CVS Pharmacy #5493,336 Bridge Street,01850,(978)452-7165,,42.6497075,-71.30442699999999
Lowell,Market Basket #2,1201 Bridge Street,01850,(978)454-0361,,42.664079,-71.3022395
Lowell,Walgreens #13642,1161 Bridge Street,01850,(978)453-0820,,42.6635958,-71.30304509999999
Lowell,Market Basket #19,11 Wood Street,01851,(978)458-8015,,42.6338055,-71.3565515
Lowell,Walgreens #6739,54 Plain Street,01851,(978)453-7538,,42.6264465,-71.3222662
Lowell,Food Basket International,123 Church St,01852,(978455-7554,,42.6405428,-71.3054703
Lowell,Hannaford Food & Drug #8327,777 Rogers Street,01852,(978)446-7862,,42.6286824,-71.2783263
Lowell,Jay's Food Store,166 Gorham Street,01852,(978)459-7872,,42.6394758,-71.308347
Lowell,Lowell Food Mart,624 School St,01852,(978)441-6381,,42.633559,-71.3248531
Lowell,Market Basket #1,331 Fletcher Street,01854,(978)458-6952,,42.644153,-71.3209023
Lowell,Market Basket #88,93 Old Ferry Road,01854,(978)942-5511,,42.6406165,-71.3617864
Ludlow,Big Y Foods (F&P) #19,433 Center Street,01056,(413)589-0161,,42.168553,-72.4823976
Ludlow,CVS Pharmacy #315,451 Center Street,01056,(413)589-9559,,42.1696811,-72.4808564
Lunenburg,CVS Pharmacy #1844,454 Electric Ave,01462,(978)345-1064,,42.57529539999999,-71.7488994
Lunenburg,Hannaford Food & Drug #8388,333 Mass Ave,01462,(978)582-0215,,42.5960013,-71.7576883
Lunenburg,Walmart Store #2118,301 Mass Ave,01462,(978)582-6000,Yes,42.5949057,-71.7598385
Lynn,Lesli's Market,205 Union Street,01901,(781)598-5999,,42.4662637,-70.9424937
Lynn,PriceRite #337,395 Lynnway & Sheppard Ave,01901,(781)581-2611,Yes,42.457533,-70.9520283
Lynn,Stop & Compare Lynn Marketplace,43A State Street,01901,(781)599-5100,,42.4621156,-70.9504075
Lynn,Stop & Shop (F&P) #67,35 Washington Street,01901,(781)596-1882,Yes,42.4698052,-70.95895240000002
Lynn,El Bodegon Market Inc.,341 Union Street,01902,(781)581-0005,,42.4640786,-70.9439524
Lynn,"Compare Supermarkets, Inc","2A Adams Street, Ext",01902,(781)581-9449,,42.47489909999999,-70.9392904
Lynn,CVS Pharmacy #1204,509 Eastern Ave,01902,(781)599-4482,,42.4818465,-70.93625349999999
Lynn,Guadalupe Meat Market Inc.,114 Union Street,01902,(339)440-4431,,42.4672697,-70.940648
Lynn,Merengue Market,197 Essex Street,01902,(781)581-8095,,42.4719548,-70.934415
Lynn,Santiago Market,63 Franklin Street,01902,(781)599-5648,,42.4661015,-70.9551778
Lynn,Santo Domingo Grocery,158 Chestnut street,01902,(781)592-2244,,42.4692656,-70.9372633
Lynn,Walgreens #2716,21 Joyce Street,01902,(781)593-1070,,42.4674513,-70.94246629999999
Lynn,CVS Pharmacy #1899,65 Boston Street,01904,(781)595-5997,,42.4774659,-70.9576373
Lynn,Walgreens #2325,290 Broadway,01904,(781)581-9400,,42.4861819,-70.9601133
Lynn,Commercial Market,105 Commercial Street,01905,(781)592-0229,,42.4587938,-70.95996339999999
Lynn,CVS Pharmacy #75,200 S Common Street,01905,(781)592-1470,,42.4619724,-70.9627139
Lynn,El Gustaso Market,550 Summer St,01905,(781)477-9999,,42.4585476,-70.9699634
Lynn,Family Corner Market,624 Boston St,01905,(781)599-9055,,42.4635541,-70.9756932
Lynn,Market Basket #82,40 Federal Street,01905,(781)598-7412,,42.463107,-70.9671703
Lynn,One Stop Mart,337 Boston Street,01905,(339)440-4297,,42.4669707,-70.96363339999999
Lynn,San Marcos Mkt Inc. dba Amigo's Market,355 Summer Street,01905,(781)584-8099,,42.4603596,-70.96031510000002
Lynn,Supreme Food Inc.,201 N Common Street,01905,(781)581-6014,,42.4631918,-70.9631362
Lynn,Walmart Store #2139,780 Lynnway,01905,(781)592-4300,Yes,42.44874100000001,-70.9609254
Lynn,Walgreens #2823,841 Western Ave,01905,(781)592-2248,,42.4601114,-70.9693889
Malden,CVS Pharmacy #1001,1080 Eastern Ave,02148,(781)322-5890,,42.4306402,-71.03949399999999
Malden,CVS Pharmacy #672,32 Ferry Street,02148,(781)324-1101,,42.4261524,-71.0654158
Malden,CVS Pharmacy #8906,575 Broadway,02148,(781)321-1017,,42.4404037,-71.0313587
Malden,Super Stop & Shop (F&P) #062,99 Charles Street,02148,(781)397-0006,Yes,42.4243093,-71.0714572
Malden,Walgreens #3130,185 Centre Street,02148,(781)321-1765,,42.4247377,-71.068255
Malden,Walgreens #4966,215 Beach Street,02148,(781)324-4745,,42.43102260000001,-71.02439509999999
Mansfield,Shaw's Supermarket #0431,390 West Street,02048,(508)339-3987,Yes,42.0236407,-71.231736
Mansfield,Super Stop & Shop (F&P) #007,377 Chauncy Street,02048,(508)337-9450,Yes,42.0325281,-71.2365624
Mansfield,Walgreens #19441,243 Chauncy Street,02048,(508)337-8800,,42.0310688,-71.2301171
Marlborough,CVS Pharmacy #220,264 East Main Street,01752,(508)485-6119,,42.3518519,-71.5346531
Marlborough,Price Chopper #162,240 East Main Street,01752,(508)480-0109,,42.3534291,-71.5347458
Marlborough,Target Store T-1516,423 Donald Lynch Blvd.,01752,(508)573-1004,Yes,42.3600913,-71.6069727
Marlborough,Walgreens #2889,99 Granger Blvd,01752,(508)229-0540,,42.3449418,-71.54879530000001
Marshfield,CVS Pharmacy #2401,1880 Ocean Street,02050,(781)837-5381,,42.0925023,-70.70448739999999
Marshfield,Roche Bros. Supermarkets #118,605 Plain Street,02050,(781)837-9955,,42.1041734,-70.7408652
Marshfield,Star Market (F&P) #2594,1 Snow Road,02050,(781)837-5100,Yes,42.0913127,-70.7084484
Marshfield,Walgreens #9477,2177 Ocean Street,02050,(781)837-2482,,42.0934176,-70.718051
Marstons Mills,Stop & Shop #066,"3900 Falmouth Rd., Rte 28",02648,(508)428-1278,Yes,41.6482793,-70.42761879999999
Mashpee,CVS Pharmacy #1253,8 Greene Street,02649,(508)477-1535,,41.6169927,-70.4887045
Mashpee,Roche Bros. Supermarkets #117,11 Commercial Street,02649,(508)477-5558,,41.612702,-70.488416
Mashpee,Super Stop & Shop (F&P) #087,39 Nathan Ellis Highway,02649,(508)539-1800,Yes,41.6196027,-70.4888416
Mashpee,Walgreens #13135,21 South St,02649,(508)477-0137,,41.6131803,-70.48925679999999
Mattapan,Aguasvivas Market,926 Morton Street,02126,(617)514-3120,,42.2806405,-71.0828197
Mattapan,America's Food Basket,926 Cummins Highway,02126,(617)298-0054,,42.2682618,-71.0945294
Mattapan,CVS Pharmacy #5464,1575 Blue Hill Ave,02126,(617)898-1282,,42.2697831,-71.0940152
Maynard,Market Basket #87,6 Digital way,01754,(978)243-2424,,42.4169586,-71.44929069999999
Medfield,Shaws Supermarket (F&P) #1414,230 Main Street,02052,(508)359-8713,Yes,42.19417929999999,-71.2882289
Medford,CVS Pharmacy #1010,85 High Street,02155,(781)396-4770,,42.419052,-71.11227660000002
Medford,Super Stop & Shop (F&P) #433,760 Fellsway,02155,(781)391-5869,Yes,42.4088062,-71.0869577
Medford,Walgreens #19536,467 Salem Street,02155,(781)396-8350,,42.422925,-71.0890297
Medford,Wegmans Food Markets #134,3850 Mystic Valley Pkway,02155,(339)221-5700,Yes,42.4069024,-71.09193189999999
Medway,Shaw's #1430,65 Main Street,02053,(508)533-0606,Yes,42.1520835,-71.403251
Medway,Walgreens #6939,68 Main Street,02053,(508)533-4902,,42.1533846,-71.40583819999999
Melrose,CVS Pharmacy #159,516 Main Street,02176,(781)665-7107,,42.4557022,-71.0653301
Melrose,Shaw's Supermarket #3507,34 Essex Street,02176,(781)665-8512,Yes,42.4562287,-71.06602649999999
Methuen,Caribbean Supermarket,4 Broadway Street,01844,(978)258-7442,,42.7184126,-71.1807773
Methuen,Carolina Convenience Store,462 Prospect Street,01844,(978)687-3341,,42.7231314,-71.156688
Methuen,CVS Pharmacy #1085,76 Swan Street,01844,(978)688-9002,,42.7232788,-71.15798760000001
Methuen,CVS Pharmacy #615,233 Broadway Street,01844,(978)685-6311,,42.72567069999999,-71.18468
Methuen,Market Basket #10,186 Haverhill Street,01844,(978)682-6327,,42.70482699999999,-71.20157
Methuen,Market Basket #18,70 Pleasant Valley Street,01844,(978)685-2863,,42.7426465,-71.1654555
Methuen,Polanco Market,51 Center Street,01844,(978)682-7601,,42.7202184,-71.1772963
Methuen,Target Store T-2287,67 Pleasant Valley Street,01844,(978)983-2020,Yes,42.7402447,-71.16066769999999
Methuen,Walmart Store #3491,70 Pleasant Valley Street,01844,(978)686-2633,Yes,42.7426465,-71.1654555
Methuen,Walgreens #5810,14 Jackson Steet,01844,(978)681-0409,,42.7227491,-71.1594265
Middleboro,Hannaford Food & Drug #8005,8 Merchants Way,02346,(508)947-4787,,41.88286249999999,-70.9118609
Middleboro,Trucchi's Supermarket #6,438 West Grove Street,02346,(508)923-1042,,41.8961246,-70.95115059999999
Middleboro,Walgreens #19323,131 S Main Street,02346,(508)946-0149,,41.8856919,-70.9187396
Middleton,Market Basket #45,230 S Main Street,01949,(978)777-6233,,42.580367,-70.9979591
Middleton,Walgreens #10940,235 S Main Street,01949,(978)762-8522,,42.5782532,-71.00022059999999
Milford,Big Y Foods #104,7 Medway Road,01757,(508)422-9300,,42.1484144,-71.5029892
Milford,CVS Pharmacy #2254,137 South Main Street,01757,(508)478-1223,,42.1266747,-71.518564
Milford,Shaw's Supermarket #0677,93 Prospect Street,01757,(508)478-4519,Yes,42.1388342,-71.53354019999999
Milford,Stop & Shop #2418,"126 Medway Road, Suite 2",01757,(508)478-8941,Yes,42.1503105,-71.48780820000002
Millbury,"Goretti's Supermarkets, Inc.",1 Providence Street,01527,(508)865-9577,,42.1922784,-71.7523317
Millbury,Target Store T-1835,70 Worcester Providence,01527,(508)865-3116,Yes,42.1950446,-71.7762097
Millbury,Walgreens #18335,25 Main Street,01527,(508)865-0544,,42.1923165,-71.7613123
Millis,Roche Bros. Supermarket #106,6 Milliston Way,02054,(508)376-2091,,42.1667605,-71.3548422
Monson,Monson Market,115 Main Street,01057,(413)267-3144,,42.0987168,-72.3156655
Monson,Walgreens #19421,117 Main Street,01057,(413)267-4021,,42.0979666,-72.3158967
Nantucket,Stop & Shop #2415,31 Sparks Ave,02554,(508)228-2178,Yes,41.2718705,-70.0922156
Nantucket,Stop & Shop #2413,9 Salem Street,02554,(508)825-8833,Yes,41.2833301,-70.09631259999999
Natick,Roche Bros. Supermarkets #105,150 West Central Street,01760,(508)655-5540,,42.2812663,-71.3770562
Natick,Stop & Shop (F&P) #006,829 Worcester Road,01760,(508)650-4050,Yes,42.3011247,-71.3581643
Needham,Roche Bros. Supermarkets #102,377 Chestnut Street,02492,(781)444-0411,,42.2737993,-71.2387391
Needham,Sudbury Farms #209,1177 Highland Ave,02494,(781)449-9180,,42.2863877,-71.2356919
Needham,Walgreens #1852,1478 Highland Ave,02492,(781)444-5714,,42.2809506,-71.2356968
New Bedford,CVS Pharmacy #685,1145 Kempton Street,02740,(508)999-3241,,41.6367989,-70.956436
New Bedford,CVS Pharmacy #799,786 Ashley Blvd.,02740,(508)998-3831,,41.6814976,-70.9332905
New Bedford,PriceRite #306,39 South Street & JFK Highway,02740,(508)990-0317,Yes,41.6254846,-70.92096
New Bedford,"Seabra Foods V, Inc.",41 Rockdale Avenue,02740,(508)991-2505,,41.6146942,-70.9318843
New Bedford,Walgreens #3021,1737 Acushnet Ave,02740,(508)984-4410,,41.6676872,-70.9293343
New Bedford,Walgreens #3090,838 Pleasant Street,02740,(508)984-4434,,41.6386288,-70.9270743
New Bedford,D&S Mini Market 2,478 Kempton Street,02740,(508)997-7037,,41.6365652,-70.9377061
New Bedford,Stop & Shop (F&P) #98,438 Dartmouth Street,02742,(508)993-1791,Yes,41.616498,-70.9364798
New Bedford,Union Fruit Market Inc.,111 Ruth Street,02744,(774)425-2060,,41.6142705,-70.91640129999999
New Bedford,CVS Pharmacy #492,2100 Acushnet Avenue,02745,(508)995-2653,,41.6791889,-70.92242689999999
New Bedford,Stop & Shop (F&P) #70,1001 Kings Highway,02745,(508)998-2000,Yes,41.6791086,-70.9424198
New Bedford,Trucchi's Supermarket #5,2941 Acushnet Avenue,02745,(508)998-7500,,41.6994352,-70.93701829999999
New Bedford,CVS Pharmacy #789,136 Ashley Blvd.,02746,(508)996-2094,,41.6580239,-70.92881249999999
New Bedford,Market Basket #65,122 Sawyer Street,02746,(508)992-3049,,41.657449,-70.92217529999999
New Bedford,PriceRite #356,139 Hathaway Road,02746,(508)992-3719,Yes,41.6611181,-70.9470639
New Bedford,"Union Fruit Market, Inc.",1437 Acushnet Ave,02746,(508)717-6088,,41.6611039,-70.92769650000001
New Bedford,Vicente's Supermarket,452 Mt Pleasant St,02746,(508)857-4143,,41.6625628,-70.9410266
New Bedford,Xavier Market,290 North Front Street,02746,(508)997-7126,,41.6583613,-70.9255417
Newburyport,Market Basket #40,25 Storey Ave,01950,(978)462-0711,,42.8209214,-70.9020147
Newburyport,Shaw's Supermarket #2491,45 Storey Ave,01950,(978)462-7121,Yes,42.8201934,-70.90427369999999
Newburyport,Walgreens #2564,25 Storey Ave,01950,(978)462-0709,,42.8209214,-70.9020147
Newton,CVS Pharmacy #6505,978 Boylston Street,02461,(617)244-0821,,42.3181167,-71.211237
Newtonville,Star Market #3561,33 Austin Street,02460,(617)964-6825,Yes,42.3498004,-71.2087985
North Adams,Big Y Foods #26,45 Veterans Memorial Drive,01247,(413)663-6549,,42.7012114,-73.1105261
North Adams,CVS Pharmacy #1131,Veterans Memorial Drive,01247,(413)664-8712,,42.7003951,-73.1121978
North Adams,Super Stop & Shop (F&P) #784,876 State Road,01247,(413)664-8100,Yes,42.6991337,-73.1661222
